fdic_certificate_number,institution_name,state_name,fdic_id,docket,active,address,total_assets,bank_charter_class,change_code_1,change_code_2,change_code_3,change_code_4,change_code_5,change_code_6,change_code_7,change_code_8,change_code_9,change_code_10,change_code_11,change_code_12,change_code_13,change_code_14,change_code_15,occ_charter,chartering_agency,conservatorship,city,category_code,county_fips_code,county_name,established_date,last_updated,effective_date,end_effective_date,denovo_institute,total_deposits,equity_capital,fdic_geo_region,fdic_supervisory_region,fdic_supervisory_region_code,fed_reserve_district,fed_reserve_district_id,fed_reserve_unique_id,federal_charter,fdic_field_office,iba,inactive_flag,insurance_fund_membership,secondary_insurance_fund,deposit_insurance_date,credit_card_institution,bank_insurance_fund_member,insured_commercial_bank,deposit_insurance_fund_member,fdic_insured,saif_insured,insured_savings_institute,new_cert_number,oakar_institute,ots_region,last_structural_change,qbp_region,regulator,report_date,reporting_period_end_date,state_chartered,return_on_assets,roa_quarterly,roa_pretax,row_pretax_quarterly,return_on_equity,roe_quarterly,run_date,sasser_institute,law_sasser,state,state_fips_code,trade_name_1,trade_name_2,trade_name_3,trade_name_4,trade_name_5,trade_name_6,zip_code,occ_district,ultimate_cert_number,cfpb_supervisory_flag,cfpb_supervisory_start_date,cfpb_supervisory_end_date,offices_count,parent_fdic_cert,parent_parcert,high_holder_city,total_domestic_deposits,ffiec_call_report_filer,holding_company_flag,ag_lending_flag,ownership_type,top_holder,net_income,quarterly_net_income,office_count_domestic,office_count_foreign,office_count_us_territories,rssd_id,holding_company_state,subchap_s_indicator,trust_powers_status,asset_concentration_hierarchy,primary_specialization,csa_name,csa_fips_code,csa_indicator,cbsa_name,cbsa_fips_code,cbsa_metro_flag,cbsa_micro_flag,cbsa_division_name,cbsa_division_fips_code,cbsa_division_flag
34116,First Bank,Georgia,56259,0,False,118 North Hamilton Street,585264.0,NM,222.0,,,,,,,,,,,,,,,0,STATE,False,Dalton,21,13313,Whitfield,1996-01-08,2022-09-08,2022-08-19,2022-08-19,False,496708.0,87427.0,5,Atlanta,13,Dallas,6,2349459,False,Atlanta,False,True,DIF,,1996-01-08,False,False,True,True,True,False,False,10307,False,Southeast,2022-09-08,2,FDIC,2022-06-30,2022-06-30,True,1.117984075278483,1.21,1.4657717315927672,1.64,7.81,8.35,2022-10-14,False,False,GA,13,,,,,,,30721,5,10307,False,,,,,0.0,CHATTANOOGA,496708.0,False,True,False,False,FIRST VOLUNTEER CORP,3356.0,1811.0,6.0,0.0,0.0,1081716.0,TN,False,0.0,4.0,Commercial Lending Specialization,"Chattanooga-Cleveland-Dalton, TN-GA",174.0,True,"Dalton, GA",19140.0,True,False,,,False
1426,Focus Bank,Missouri,946,14056,True,101 South Main Street,799750.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Charleston,21,29133,Mississippi,1930-01-01,2022-09-08,2022-08-31,,False,649928.0,88834.0,11,Kansas City,11,Kansas City,8,498148,False,St. Louis,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,West,2022-09-08,4,FDIC,2022-06-30,2022-06-30,True,1.3812654636263928,1.46,1.3812654636263928,1.46,12.36,13.29,2022-10-14,False,False,MO,29,,,,,,,63834,4,1426,False,,,12.0,,0.0,CHARLESTON,649928.0,False,,True,False,SECURITY STATE BANCSHARES INC,5686.0,3010.0,12.0,0.0,0.0,1248573.0,MO,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
10307,Builtwell Bank,Tennessee,6601,10396,True,728 Broad St,1401807.0,NM,810.0,,,,,,,,,,,,,,,0,STATE,False,Chattanooga,21,47065,Hamilton,1904-05-03,2022-09-08,2022-08-19,,False,1272906.0,118935.0,13,Dallas,13,Dallas,6,234739,False,Knoxville,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Southeast,2022-09-08,5,FDIC,2022-06-30,2022-06-30,True,1.2000275045100683,1.28,1.593685804903248,1.68,14.19,15.13,2022-10-14,False,False,TN,47,,,,,,,37402,5,10307,False,,,30.0,,0.0,CHATTANOOGA,1272906.0,False,True,False,False,FIRST VOLUNTEER CORP,8377.0,4481.0,24.0,0.0,0.0,1081716.0,TN,False,1.0,4.0,Commercial Lending Specialization,"Chattanooga-Cleveland-Dalton, TN-GA",174.0,True,"Chattanooga, TN-GA",16860.0,True,False,,,False
57495,PrimeBank of Texas,Texas,364331,0,True,4301 Westbank Dr,139516.0,NM,520.0,,,,,,,,,,,,,,,0,STATE,False,Austin,21,48453,Travis,2003-05-09,2022-09-07,2022-08-17,,False,115175.0,24094.0,13,Dallas,13,Dallas,11,3134399,False,Austin,False,False,DIF,,2003-05-09,False,False,True,True,True,False,False,0,False,West,2022-08-31,5,FDIC,2022-06-30,2022-06-30,True,-0.1546936504127712,0.32,-0.1546936504127712,0.32,-0.8,1.79,2022-10-14,False,False,TX,48,,,,,,,78746,5,57495,False,,,3.0,,0.0,AUSTIN,115175.0,False,,False,False,BAT INVESTMENTS INC,-101.0,110.0,3.0,0.0,0.0,5592313.0,TX,False,0.0,7.0,Other Specialized Under 1 Billion,,,False,"Austin-Round Rock-Georgetown, TX",12420.0,True,False,,,False
59052,NBH Bank,Colorado,512626,0,True,7800 E Orchard Rd,7135080.0,SM,810.0,,,,,,,,,,,,,,,0,STATE,False,Greenwood Village,13,8005,Arapahoe,2010-12-10,2022-09-06,2022-09-01,,False,6308938.0,707514.0,13,Dallas,13,Dallas,10,4210227,False,Denver,False,False,DIF,,2010-12-10,False,False,True,True,True,False,False,0,False,Western,2022-09-06,5,FED,2022-06-30,2022-06-30,True,1.1761900338435043,1.24,1.4338498823588133,1.52,11.71,12.6,2022-10-14,False,False,CO,8,,,,,,,80111,4,59052,False,,,88.0,,0.0,GREENWOOD VILLAGE,6308938.0,False,,False,False,NATIONAL BANK HOLDINGS CORP,42417.0,22470.0,81.0,0.0,0.0,3973888.0,CO,False,0.0,4.0,Commercial Lending Specialization,"Denver-Aurora, CO",216.0,True,"Denver-Aurora-Lakewood, CO",19740.0,True,False,,,False
33542,Rock Canyon Bank,Utah,47422,0,False,215 W 2230 N,823185.0,NM,223.0,,,,,,,,,,,,,,,0,STATE,False,Provo,21,49049,Utah,1991-12-09,2022-09-06,2022-09-01,2022-09-01,False,738710.0,77857.0,14,San Francisco,14,San Francisco,12,1914421,False,Salt Lake City,False,True,DIF,,1991-12-09,False,False,True,True,True,False,False,59052,False,West,2022-09-06,6,FDIC,2022-06-30,2022-06-30,True,1.510776726879257,1.01,2.0124075582968097,1.35,16.41,10.78,2022-10-14,False,False,UT,49,,,,,,,84604,4,59052,False,,,,,0.0,OREM,738710.0,False,,False,False,COMMUNITY BCORP,6162.0,2071.0,7.0,0.0,0.0,2270825.0,UT,False,0.0,4.0,Commercial Lending Specialization,"Salt Lake City-Provo-Orem, UT",482.0,True,"Provo-Orem, UT",39340.0,True,False,,,False
18202,People's Bank,Connecticut,12122,0,False,551 Talcottville Rd,,SI,223.0,,,,,,,,,,,,,,,0,STATE,False,Vernon,42,9013,Tolland,1870-01-01,2022-09-02,1983-09-17,1983-09-17,,,,2,New York,2,New York,1,321808,False,Windsor,False,True,BIF,,1960-07-01,,True,False,False,True,False,True,18188,False,Northeast,2022-09-02,1,FDIC,,2022-06-30,True,,,,,,,2022-10-14,False,False,CT,9,,,,,,,6066,1,588,False,,,,,,,,,,,,,,,,,,,,,,,,"Hartford-East Hartford, CT",278.0,True,"Hartford-East Hartford-Middletown, CT",25540.0,True,False,,,False
30052,Blue Foundry Bank,New Jersey,42886,4639,True,19 Park Ave,1958581.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Rutherford,41,34003,Bergen,1939-04-10,2022-09-01,2022-06-30,,False,1417428.0,276488.0,2,New York,2,New York,2,797775,False,Jamesburg,False,False,DIF,,1939-04-10,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.1025294909956286,0.06,0.1116156895934285,0.06,0.7,0.41,2022-10-14,False,False,NJ,34,,,,,,,7070,1,30052,False,,,19.0,,0.0,RUTHERFORD,1417428.0,False,,False,False,BLUE FOUNDRY BCORP,993.0,288.0,20.0,0.0,0.0,5650781.0,NJ,False,0.0,4.0,Commercial Lending Specialization,"New York-Newark, NY-NJ-CT-PA",408.0,True,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,True,False,"New York-Jersey City-White Plains, NY-NJ",35614.0,True
11507,The Fidelity Bank,North Carolina,7353,12777,True,100 South Main Street,3804671.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Fuquay Varina,21,37183,Wake,1909-01-01,2022-09-01,2022-08-31,,False,3593001.0,201539.0,5,Atlanta,5,Atlanta,5,584920,False,Raleigh,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Southeast,2022-09-01,2,FDIC,2022-06-30,2022-06-30,True,1.1034939021612309,1.1,1.4296207287802816,1.42,17.11,19.14,2022-10-14,False,False,NC,37,,,,,,,27526,1,11507,False,2016-07-01,2016-09-30,51.0,,0.0,FUQUAY-VARINA,3593001.0,False,,False,False,FIDELITY BANCSHARES N C INC,20427.0,10356.0,51.0,0.0,0.0,1249002.0,NC,False,1.0,4.0,Commercial Lending Specialization,"Raleigh-Durham-Cary, NC",450.0,True,"Raleigh-Cary, NC",39580.0,True,False,,,False
30367,1st Bank of Sea Isle City,New Jersey,43201,5236,True,4301 Landis Ave,333074.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Sea Isle City,41,34009,Cape May,1882-01-01,2022-08-31,2022-08-31,,False,294731.0,28144.0,2,New York,2,New York,3,148470,False,Jamesburg,False,False,DIF,,1948-11-30,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.1329900174627077,0.17,0.1671696948479831,0.22,1.53,1.92,2022-10-14,False,False,NJ,34,,,,,,,8243,1,30367,False,,,3.0,,0.0,SEA ISLE CITY,294731.0,False,,False,False,SEA ISLE FINANCIAL CORP MHC,214.0,135.0,3.0,0.0,0.0,3848427.0,NJ,False,0.0,8.0,All Other Under 1 Billion,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428.0,True,"Ocean City, NJ",36140.0,True,False,,,False
35456,1st Colonial Community Bank,New Jersey,80234,0,True,1040 Haddon Ave,734572.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Collingswood,21,34007,Camden,2000-06-29,2022-08-31,2022-08-31,,False,640955.0,65595.0,2,New York,2,New York,3,2920773,False,Jamesburg,False,False,DIF,,2000-06-29,False,False,True,True,True,False,False,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,1.1876073288769673,1.26,1.5886802628404366,1.66,12.83,13.88,2022-10-14,False,False,NJ,34,,,,,,,8108,1,35456,False,,,4.0,,0.0,COLLINGSWOOD,640955.0,False,,False,False,1ST COLONIAL BCORP INC,4184.0,2258.0,4.0,0.0,0.0,3118513.0,NJ,False,0.0,4.0,Commercial Lending Specialization,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428.0,True,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,True,False,"Camden, NJ",15804.0,True
8511,Crawford County Trust and Savings Bank,Iowa,5421,15783,True,21 N Main St,279441.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Denison,21,19047,Crawford,1927-03-15,2022-08-31,2022-08-31,,False,262210.0,16783.0,11,Kansas City,11,Kansas City,7,810544,False,Sioux City,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,1.27105140737503,1.36,1.3369849097748874,1.43,19.08,21.78,2022-10-14,False,False,IA,19,Landmands Bank,,,,,,51442,4,8511,False,2016-07-01,2016-09-30,3.0,,0.0,OMAHA,262210.0,False,,True,False,VIKING CORP THE,1735.0,942.0,3.0,0.0,0.0,1021570.0,NE,True,1.0,2.0,Agricultural Specialization,,,,,,,,,,
18518,Westside State Bank,Iowa,12410,0,True,401 1st St,172649.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Westside,21,19047,Crawford,1907-06-01,2022-08-31,2022-08-31,,False,150209.0,12220.0,11,Kansas City,11,Kansas City,7,972143,False,Sioux City,False,False,DIF,,1962-05-03,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,0.879631415755797,1.07,0.9161811975739048,1.1,11.75,15.04,2022-10-14,False,False,IA,19,,,,,,,51467,4,18518,False,,,6.0,,0.0,WESTSIDE,150209.0,False,,True,False,HALBUR BANCSHARES INC,722.0,456.0,6.0,0.0,0.0,1209024.0,IA,True,1.0,2.0,Agricultural Specialization,,,,,,,,,,
28818,Crest Savings Bank,New Jersey,41652,2422,True,3301 Pacific Ave,618943.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Wildwood,41,34009,Cape May,1919-01-01,2022-08-31,2022-08-31,,False,538095.0,44580.0,2,New York,2,New York,3,172475,False,Jamesburg,False,False,DIF,,1961-04-06,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.4184164647317461,0.53,0.570717426344009,0.73,5.82,7.36,2022-10-14,False,False,NJ,34,,,,,,,8260,1,28818,False,,,8.0,,0.0,WILDWOOD,538095.0,False,,False,False,CREST SAVINGS BCORP MHC,1272.0,813.0,8.0,0.0,0.0,3836901.0,NJ,False,0.0,5.0,Mortgage Lending Specialization,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428.0,True,"Ocean City, NJ",36140.0,True,False,,,False
107,The Merchants & Planters Bank,Arkansas,86,0,True,297 Madison St,42690.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Clarendon,21,5095,Monroe,1890-01-01,2022-08-31,2022-08-31,,False,39365.0,3249.0,13,Dallas,13,Dallas,8,691042,False,Little Rock,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,5,FDIC,2022-06-30,2022-06-30,True,0.3146821710072829,0.63,0.3146821710072829,0.63,3.3,7.52,2022-10-14,False,False,AR,5,,,,,,,72029,5,107,False,,,1.0,,0.0,CLARENDON,39365.0,False,,True,False,CLARENDON HOLDING CO,70.0,69.0,1.0,0.0,0.0,1099252.0,AR,False,0.0,2.0,Agricultural Specialization,,,,,,,,,,
35477,Citizens First Bank,Iowa,80561,0,True,1442 Lincoln Way,276894.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Clinton,21,19045,Clinton,2000-03-14,2022-08-31,2022-08-31,,False,248916.0,14246.0,11,Kansas City,11,Kansas City,7,2882983,False,Cedar Rapids,False,False,DIF,,2000-03-14,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,0.7047855055077012,0.67,0.7713287055201034,0.74,10.46,11.42,2022-10-14,False,False,IA,19,,,,,,,52732,4,35477,False,,,3.0,,0.0,CLINTON,248916.0,False,,False,False,CFB HOLDING CO,985.0,468.0,3.0,0.0,0.0,3070013.0,IA,True,0.0,4.0,Commercial Lending Specialization,"Davenport-Moline, IA-IL",209.0,True,"Clinton, IA",17540.0,False,True,,,False
90229,Washington Savings Bank,Massachusetts,17819,10862,True,30 Middlesex St,272352.0,SM,,,,,,,,,,,,,,,,0,STATE,False,Lowell,15,25017,Middlesex,1892-04-06,2022-08-31,2022-08-31,,False,234512.0,23188.0,2,New York,2,New York,1,654300,False,North Boston,False,False,DIF,,1985-10-10,False,False,False,True,True,False,False,0,False,Northeast,2022-08-31,1,FED,2022-06-30,2022-06-30,True,0.5466254545991043,0.53,0.7273585671183764,0.71,6.09,6.08,2022-10-14,False,False,MA,25,,,,,,,1852,1,90229,False,,,2.0,,0.0,,234512.0,False,,False,True,,741.0,362.0,2.0,0.0,0.0,,,False,1.0,4.0,Commercial Lending Specialization,"Boston-Worcester-Providence, MA-RI-NH-CT",148.0,True,"Boston-Cambridge-Newton, MA-NH",14460.0,True,False,"Cambridge-Newton-Framingham, MA",15764.0,True
26444,Everett Co-operative Bank,Massachusetts,33085,12018,True,419 Broadway,781958.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Everett,41,25017,Middlesex,1890-01-01,2022-08-31,2022-08-31,,False,663516.0,80033.0,2,New York,2,New York,1,952172,False,North Boston,False,False,DIF,,1985-11-26,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.7804994915991024,0.76,1.0107187660995571,0.94,7.07,7.04,2022-10-14,False,False,MA,25,,,,,,,2149,1,26444,False,,,2.0,,0.0,,663516.0,False,,False,True,,2780.0,1397.0,2.0,0.0,0.0,,,False,0.0,4.0,Commercial Lending Specialization,"Boston-Worcester-Providence, MA-RI-NH-CT",148.0,True,"Boston-Cambridge-Newton, MA-NH",14460.0,True,False,"Cambridge-Newton-Framingham, MA",15764.0,True
16282,Bank of Bearden,Arkansas,10470,0,True,1 N 2nd St,94126.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Bearden,21,5103,Ouachita,1945-07-05,2022-08-31,2022-08-31,,False,89095.0,5011.0,13,Dallas,13,Dallas,8,311144,False,Little Rock,False,False,DIF,,1945-07-05,False,False,True,True,True,False,False,0,False,Western,2022-08-31,5,FDIC,2022-06-30,2022-06-30,True,0.5092564399244867,0.75,0.5092564399244867,0.75,8.03,12.82,2022-10-14,False,False,AR,5,,,,,,,71720,5,16282,False,,,1.0,,0.0,BEARDEN,89095.0,False,,False,False,BEARDEN BANCSHARES INC,223.0,169.0,1.0,0.0,0.0,2993722.0,AR,True,0.0,7.0,Other Specialized Under 1 Billion,,,False,"Camden, AR",15780.0,False,True,,,False
30428,Century Savings Bank,New Jersey,43262,5322,True,1376 W Sherman Ave,624181.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Vineland,41,34011,Cumberland,1865-01-01,2022-08-31,2022-08-31,,False,576971.0,39268.0,2,New York,2,New York,3,392778,False,Jamesburg,False,False,DIF,,1953-10-05,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.5536635792948784,0.57,0.6771515035306079,0.71,7.01,8.24,2022-10-14,False,False,NJ,34,,,,,,,8360,1,30428,False,,,6.0,,0.0,VINELAND,576971.0,False,,False,False,CENTURY BCORP MHC,1771.0,906.0,6.0,0.0,0.0,2560508.0,NJ,False,0.0,8.0,All Other Under 1 Billion,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428.0,True,"Vineland-Bridgeton, NJ",47220.0,True,False,,,False
4439,The Clinton National Bank,Iowa,2932,13625,True,235 6th Ave S,420085.0,N,,,,,,,,,,,,,,,,994,OCC,False,Clinton,3,19045,Clinton,1865-05-01,2022-08-31,2022-08-31,,False,373785.0,31781.0,11,Kansas City,11,Kansas City,7,773443,True,Cedar Rapids,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,OCC,2022-06-30,2022-06-30,False,0.3909007753556018,0.51,0.407936498192065,0.53,4.13,6.3,2022-10-14,False,False,IA,19,,,,,,,52732,4,4439,False,,,9.0,,0.0,CLINTON,373785.0,False,,False,False,W J YOUNG&CO,849.0,553.0,9.0,0.0,0.0,1234491.0,IA,True,1.0,8.0,All Other Under 1 Billion,"Davenport-Moline, IA-IL",209.0,True,"Clinton, IA",17540.0,False,True,,,False
245,Raccoon Valley Bank,Iowa,196,13420,True,1202 2nd St,404395.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Perry,21,19049,Dallas,1927-01-01,2022-08-31,2022-08-31,,False,368172.0,32961.0,11,Kansas City,11,Kansas City,7,102342,False,Des Moines,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,1.2164559880509638,1.41,1.279609450965847,1.47,14.51,17.14,2022-10-14,False,False,IA,19,,,,,,,50220,4,245,False,,,5.0,,0.0,JEFFERSON,368172.0,False,True,False,False,GREENE INVESTMENT CO,2427.0,1411.0,5.0,0.0,0.0,1205905.0,IA,True,1.0,4.0,Commercial Lending Specialization,"Des Moines-Ames-West Des Moines, IA",218.0,True,"Des Moines-West Des Moines, IA",19780.0,True,False,,,False
26559,"StonehamBank,  A Co-operative Bank",Massachusetts,35258,6525,True,80 Montvale Ave,714565.0,SI,,,,,,,,,,,,,,,,0,STATE,False,Stoneham,42,25017,Middlesex,1887-01-01,2022-08-31,2022-08-31,,False,574909.0,58208.0,2,New York,2,New York,1,954279,False,North Boston,False,False,DIF,,1986-02-14,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.2568429269188605,0.18,0.3257170078803427,0.23,2.82,2.13,2022-10-14,False,False,MA,25,StonehamBank,,,,,,2180,1,26559,False,,,2.0,,0.0,,574909.0,False,,False,True,,895.0,323.0,2.0,0.0,0.0,,,False,1.0,4.0,Commercial Lending Specialization,"Boston-Worcester-Providence, MA-RI-NH-CT",148.0,True,"Boston-Cambridge-Newton, MA-NH",14460.0,True,False,"Cambridge-Newton-Framingham, MA",15764.0,True
58574,Regal Bank,New Jersey,457228,0,True,570 W Mount Pleasant Ave,537235.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Livingston,21,34013,Essex,2007-12-06,2022-08-31,2022-08-31,,False,473879.0,57033.0,2,New York,2,New York,2,3650563,False,Jamesburg,False,False,DIF,,2007-12-06,False,False,True,True,True,False,False,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,0.6319249042015875,0.65,0.8978267152117848,0.94,6.16,6.22,2022-10-14,False,False,NJ,34,,,,,,,7039,1,58574,False,,,12.0,,0.0,LIVINGSTON,473879.0,False,,False,False,REGAL BCORP INC,1742.0,884.0,11.0,0.0,0.0,5014794.0,NJ,False,0.0,4.0,Commercial Lending Specialization,"New York-Newark, NY-NJ-CT-PA",408.0,True,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,True,False,"Newark, NJ-PA",35084.0,True
35286,Cornerstone Bank,New Jersey,77675,0,True,253 W Main St,302598.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Moorestown,21,34005,Burlington,1999-10-04,2022-08-31,2022-08-31,,False,270856.0,28333.0,2,New York,2,New York,3,2850768,False,Jamesburg,False,False,DIF,,1999-10-04,False,False,True,True,True,False,False,0,False,Northeast,2022-08-31,1,FDIC,2022-06-30,2022-06-30,True,-0.2986500510431618,-0.19,-0.4381468901716026,-0.29,-3.24,-2.08,2022-10-14,False,False,NJ,34,,,,,,,8057,1,35286,False,,,6.0,,0.0,MOUNT LAUREL,270856.0,False,,False,False,CORNERSTONE FINANCIAL CORP,-471.0,-149.0,6.0,0.0,0.0,3831513.0,NJ,False,0.0,4.0,Commercial Lending Specialization,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428.0,True,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,True,False,"Camden, NJ",15804.0,True
29696,Buffalo Federal Bank,Wyoming,42530,3903,True,106 Fort St,165441.0,SM,,,,,,,,,,,,,,,,0,STATE,False,Buffalo,13,56019,Johnson,1936-05-01,2022-08-31,2022-08-31,,False,145896.0,13268.0,14,San Francisco,14,San Francisco,10,108072,False,Billings,False,False,DIF,,1936-06-19,False,False,True,True,True,False,False,0,False,West,2022-08-31,6,FED,2022-06-30,2022-06-30,True,1.014278277247761,1.0,1.2739896700378457,1.26,12.25,12.31,2022-10-14,False,False,WY,56,BANK OF BUFFALO,BANK OF GILLETTE,BANK OF SHERIDAN,,,,82834,4,29696,False,,,3.0,,0.0,BUFFALO,145896.0,False,,False,False,CRAZY WOMAN CREEK BCORP INC,867.0,419.0,3.0,0.0,0.0,3835100.0,WY,False,0.0,4.0,Commercial Lending Specialization,,,,,,,,,,
5796,Earlham Savings Bank,Iowa,3957,12474,True,7300 Lake Dr,400736.0,NM,,,,,,,,,,,,,,,,0,STATE,False,West Des Moines,21,19049,Dallas,1931-01-01,2022-08-31,2022-08-31,,False,375123.0,25346.0,11,Kansas City,11,Kansas City,7,645540,False,Des Moines,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,0.0224256005219048,0.0,0.0295610188697836,0.0,0.33,0.02,2022-10-14,False,False,IA,19,,,,,,,50266,4,5796,False,,,9.0,,0.0,,375123.0,False,,True,False,,44.0,1.0,9.0,0.0,0.0,,,False,1.0,2.0,Agricultural Specialization,"Des Moines-Ames-West Des Moines, IA",218.0,True,"Des Moines-West Des Moines, IA",19780.0,True,False,,,False
10127,Success Bank,Iowa,6480,0,True,109 N Madison St,247194.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Bloomfield,21,19051,Davis,1900-01-01,2022-08-31,2022-08-31,,False,213548.0,24963.0,11,Kansas City,11,Kansas City,7,179148,False,Des Moines,False,False,DIF,,1934-01-01,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,1.3542041055766934,1.23,1.4277392888569411,1.3,12.86,11.9,2022-10-14,False,False,IA,19,,,,,,,52537,4,10127,False,,,3.0,,0.0,BLOOMFIELD,213548.0,False,,True,False,GARRETT BANCSHARES LTD,1639.0,751.0,3.0,0.0,0.0,1205044.0,IA,True,1.0,2.0,Agricultural Specialization,,,,,,,,,,
33470,Today's Bank,Arkansas,47176,0,True,432 Madison 1650 Rd,294671.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Huntsville,21,5087,Madison,1991-07-26,2022-08-31,2022-08-31,,False,240800.0,21800.0,13,Dallas,13,Dallas,8,1879016,False,Little Rock,False,False,DIF,,1991-07-26,False,False,True,True,True,False,False,0,False,Western,2022-08-31,5,FDIC,2022-06-30,2022-06-30,True,0.6836339120175291,0.64,0.6836339120175291,0.64,8.38,8.3,2022-10-14,False,False,AR,5,,,,,,,72740,5,33470,False,,,11.0,,0.0,SPRINGDALE,240800.0,False,,False,False,MATHIAS BANCSHARES INC,1014.0,476.0,11.0,0.0,0.0,1951172.0,AR,True,0.0,4.0,Commercial Lending Specialization,,,False,"Fayetteville-Springdale-Rogers, AR",22220.0,True,False,,,False
28834,Columbia Bank,New Jersey,41668,2454,True,19-01 Route 208,9443228.0,SB,,,,,,,,,,,,,,,,702454,OCC,False,Fair Lawn,33,34003,Bergen,1926-01-01,2022-08-31,2022-08-31,,False,7893829.0,992407.0,2,New York,2,New York,2,174572,True,Jamesburg,False,False,DIF,,1937-12-27,False,False,False,True,True,False,True,0,False,Northeast,2022-08-31,1,OCC,2022-06-30,2022-06-30,False,0.9741038295320859,1.03,1.3134213890509456,1.38,9.34,9.88,2022-10-14,False,False,NJ,34,,,,,,,7410,1,28834,False,,,65.0,,0.0,FAIR LAWN,7893829.0,False,True,False,False,COLUMBIA BANK MHC,44319.0,23574.0,66.0,0.0,0.0,2571120.0,NJ,False,0.0,4.0,Commercial Lending Specialization,"New York-Newark, NY-NJ-CT-PA",408.0,True,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,True,False,"New York-Jersey City-White Plains, NY-NJ",35614.0,True
14807,Farmers Savings Bank,Iowa,9264,13236,True,205 Main St,223679.0,NM,,,,,,,,,,,,,,,,0,STATE,False,Colesburg,21,19055,Delaware,1907-01-01,2022-08-31,2022-08-31,,False,191497.0,22481.0,11,Kansas City,11,Kansas City,7,774347,False,Cedar Rapids,False,False,DIF,,1934-10-16,False,False,True,True,True,False,False,0,False,Western,2022-08-31,4,FDIC,2022-06-30,2022-06-30,True,1.3428857613364344,1.18,1.402305485289374,1.24,12.28,11.31,2022-10-14,False,False,IA,19,,,,,,,52035,4,14807,False,,,4.0,,0.0,COLESBURG,191497.0,False,,True,False,MARJON BCORP INC,1582.0,674.0,4.0,0.0,0.0,1203460.0,IA,True,0.0,2.0,Agricultural Specialization,,,,,,,,,,
